,Both Sets,ack_present,ack_absent,Percent Present
"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",7,6.0,1.0,0.8571428571428571
Biological journal of the Linnean Society. Linnean Society of London,7,7.0,0.0,1.0
Mediterranean journal of nutrition and metabolism,7,7.0,0.0,1.0
The journal of behavioral health services & research,7,6.0,1.0,0.8571428571428571
"Materials science & engineering. A, Structural materials : properties, microstructure and processing",7,7.0,0.0,1.0
Journal of structural geology,7,7.0,0.0,1.0
Current drug discovery technologies,7,6.0,1.0,0.8571428571428571
Discrete mathematics,7,7.0,0.0,1.0
Personalized medicine,7,2.0,5.0,0.2857142857142857
Current respiratory medicine reviews,7,6.0,1.0,0.8571428571428571
The American journal of medicine,7,6.0,1.0,0.8571428571428571
Forest ecology and management,7,7.0,0.0,1.0
Journal of science and medicine in sport,7,7.0,0.0,1.0
"Plant biology (Stuttgart, Germany)",7,7.0,0.0,1.0
Neuro-degenerative diseases,7,6.0,1.0,0.8571428571428571
Xenobiotica; the fate of foreign compounds in biological systems,7,4.0,3.0,0.5714285714285714
"Computers, informatics, nursing : CIN",7,4.0,3.0,0.5714285714285714
European journal of orthodontics,7,4.0,3.0,0.5714285714285714
The Journal of chemical thermodynamics,7,7.0,0.0,1.0
Molecular membrane biology,7,5.0,2.0,0.7142857142857143
International journal of immunogenetics,7,5.0,2.0,0.7142857142857143
Inflammation and cell signaling,7,7.0,0.0,1.0
Reproduction in domestic animals = Zuchthygiene,7,6.0,1.0,0.8571428571428571
Progress in retinal and eye research,7,7.0,0.0,1.0
"Safety (Basel, Switzerland)",7,7.0,0.0,1.0
Trends in endocrinology and metabolism: TEM,7,6.0,1.0,0.8571428571428571
HLA,7,6.0,1.0,0.8571428571428571
European respiratory review : an official journal of the European Respiratory Society,7,5.0,2.0,0.7142857142857143
Oral oncology,7,6.0,1.0,0.8571428571428571
"Crop protection (Guildford, Surrey)",7,7.0,0.0,1.0
Surgical infections,7,0.0,7.0,0.0
Diagnostic microbiology and infectious disease,7,4.0,3.0,0.5714285714285714
Journal of cosmetic and laser therapy : official publication of the European Society for Laser Dermatology,7,3.0,4.0,0.42857142857142855
Radiology,7,5.0,2.0,0.7142857142857143
Journal of clinical and experimental neuropsychology,7,3.0,4.0,0.42857142857142855
Clinical reviews in bone and mineral metabolism,7,5.0,2.0,0.7142857142857143
Journal of geriatric physical therapy (2001),7,3.0,4.0,0.42857142857142855
Acta odontologica Scandinavica,7,7.0,0.0,1.0
Archives of oral biology,7,4.0,3.0,0.5714285714285714
Journal of homosexuality,7,1.0,6.0,0.14285714285714285
Journal of Raman spectroscopy : JRS,7,7.0,0.0,1.0
Monthly notices of the Royal Astronomical Society,7,6.0,1.0,0.8571428571428571
Expert review of anti-infective therapy,7,5.0,2.0,0.7142857142857143
ANZ journal of surgery,7,3.0,4.0,0.42857142857142855
Journal of the American Association of Nurse Practitioners,7,4.0,3.0,0.5714285714285714
Cancer cell & microenvironment,7,7.0,0.0,1.0
Surveys in geophysics,7,7.0,0.0,1.0
Indian journal of plant physiology,7,6.0,1.0,0.8571428571428571
Scandinavian journal of caring sciences,7,4.0,3.0,0.5714285714285714
Current pharmacology reports,7,6.0,1.0,0.8571428571428571
Scandinavian cardiovascular journal : SCJ,7,4.0,3.0,0.5714285714285714
The journal of positive psychology,7,4.0,3.0,0.5714285714285714
Laser & photonics reviews,7,7.0,0.0,1.0
Endocrine reviews,7,7.0,0.0,1.0
Journal of laboratory automation,7,7.0,0.0,1.0
International journal of psychology : Journal international de psychologie,7,1.0,6.0,0.14285714285714285
Clinical psychology & psychotherapy,7,5.0,2.0,0.7142857142857143
Open journal of preventive medicine,7,7.0,0.0,1.0
International endodontic journal,7,5.0,2.0,0.7142857142857143
Weed research,7,7.0,0.0,1.0
Journal of rational-emotive and cognitive-behavior therapy : RET,7,7.0,0.0,1.0
International journal of nursing practice,7,5.0,2.0,0.7142857142857143
BMJ simulation & technology enhanced learning,7,4.0,3.0,0.5714285714285714
Medical hypotheses,7,5.0,2.0,0.7142857142857143
Geriatrics & gerontology international,7,7.0,0.0,1.0
SAGE open,7,7.0,0.0,1.0
Photochemistry and photobiology,7,6.0,1.0,0.8571428571428571
Current pharmacogenomics and personalized medicine,7,7.0,0.0,1.0
Journal of aging and health,7,4.0,3.0,0.5714285714285714
Environmental science & policy,7,7.0,0.0,1.0
Current geriatrics reports,7,2.0,5.0,0.2857142857142857
Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence,7,3.0,4.0,0.42857142857142855
The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,7,6.0,1.0,0.8571428571428571
The American journal of occupational therapy : official publication of the American Occupational Therapy Association,7,5.0,2.0,0.7142857142857143
Blood pressure,7,7.0,0.0,1.0
"Journal of zoology (London, England : 1987)",7,7.0,0.0,1.0
Environmental technology,7,4.0,3.0,0.5714285714285714
International journal of care coordination,7,5.0,2.0,0.7142857142857143
Seminars in cancer biology,7,6.0,1.0,0.8571428571428571
Contemporary family therapy,7,4.0,3.0,0.5714285714285714
Amyotrophic lateral sclerosis : official publication of the World Federation of Neurology Research Group on Motor Neuron Diseases,7,5.0,2.0,0.7142857142857143
Evolutionary intelligence,7,5.0,2.0,0.7142857142857143
Xenotransplantation,7,7.0,0.0,1.0
Current rheumatology reviews,7,6.0,1.0,0.8571428571428571
European journal of combinatorics = Journal europeen de combinatoire = Europaische Zeitschrift fur Kombinatorik,7,6.0,1.0,0.8571428571428571
Lymphatic research and biology,7,0.0,7.0,0.0
Journal of patient safety,7,4.0,3.0,0.5714285714285714
Journal of cross-cultural psychology,7,3.0,4.0,0.42857142857142855
Thin solid films,7,7.0,0.0,1.0
"Earth, planets, and space : EPS",7,7.0,0.0,1.0
Current opinion in oncology,7,0.0,7.0,0.0
Cytogenetic and genome research,7,5.0,2.0,0.7142857142857143
The New bioethics : a multidisciplinary journal of biotechnology and the body,7,2.0,5.0,0.2857142857142857
Liver cancer,7,1.0,6.0,0.14285714285714285
Journal of reproductive immunology,7,6.0,1.0,0.8571428571428571
Psychological bulletin,7,3.0,4.0,0.42857142857142855
Current physical medicine and rehabilitation reports,7,2.0,5.0,0.2857142857142857
Infancy : the official journal of the International Society on Infant Studies,7,7.0,0.0,1.0
Pediatric diabetes,7,7.0,0.0,1.0
Palaeontology,7,7.0,0.0,1.0
Journal of veterinary pharmacology and therapeutics,7,4.0,3.0,0.5714285714285714
Medical acupuncture,7,0.0,7.0,0.0
Physics letters. [Part B],7,7.0,0.0,1.0
European actuarial journal,7,6.0,1.0,0.8571428571428571
Current drug safety,7,7.0,0.0,1.0
Seminars in dialysis,7,3.0,4.0,0.42857142857142855
Progress in palliative care,7,3.0,4.0,0.42857142857142855
Computational statistics & data analysis,7,6.0,1.0,0.8571428571428571
Archives of physiology and biochemistry,7,5.0,2.0,0.7142857142857143
Current orthopaedic practice,7,2.0,5.0,0.2857142857142857
Ecological modelling,7,7.0,0.0,1.0
"Clinical medicine. Circulatory, respiratory and pulmonary medicine",7,5.0,2.0,0.7142857142857143
Journal of clinical trials,7,6.0,1.0,0.8571428571428571
"Rheumatology (Sunnyvale, Calif.)",7,7.0,0.0,1.0
Current bioactive compounds,7,6.0,1.0,0.8571428571428571
Methods of information in medicine,7,4.0,3.0,0.5714285714285714
Annals of global health,7,4.0,3.0,0.5714285714285714
Current stem cell research & therapy,7,6.0,1.0,0.8571428571428571
Mass spectrometry reviews,7,5.0,2.0,0.7142857142857143
Mind & language,6,2.0,4.0,0.3333333333333333
Artery research,6,5.0,1.0,0.8333333333333334
Women's midlife health,6,6.0,0.0,1.0
Journal of pharmaceutical innovation,6,5.0,1.0,0.8333333333333334
HPB : the official journal of the International Hepato Pancreato Biliary Association,6,3.0,3.0,0.5
Cell biology international,6,3.0,3.0,0.5
Archives of physical medicine and rehabilitation,6,5.0,1.0,0.8333333333333334
Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,6,6.0,0.0,1.0
"Current opinion in endocrinology, diabetes, and obesity",6,0.0,6.0,0.0
Spatial and spatio-temporal epidemiology,6,6.0,0.0,1.0
"RNA & disease (Houston, Tex.)",6,6.0,0.0,1.0
Advanced drug delivery reviews,6,5.0,1.0,0.8333333333333334
Journal of symbolic computation,6,4.0,2.0,0.6666666666666666
Meteoritics & planetary science,6,6.0,0.0,1.0
Current opinion in plant biology,6,6.0,0.0,1.0
Social forces; a scientific medium of social study and interpretation,6,0.0,6.0,0.0
The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,6,1.0,5.0,0.16666666666666666
Cell proliferation,6,5.0,1.0,0.8333333333333334
Current pulmonology reports,6,2.0,4.0,0.3333333333333333
Drug development and industrial pharmacy,6,5.0,1.0,0.8333333333333334
Expert opinion on drug delivery,6,4.0,2.0,0.6666666666666666
Journal of vaccines & vaccination,6,6.0,0.0,1.0
Respiratory medicine,6,6.0,0.0,1.0
Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,6,0.0,6.0,0.0
Fungal biology,6,6.0,0.0,1.0
Advances in biological regulation,6,6.0,0.0,1.0
The Journal of small animal practice,6,1.0,5.0,0.16666666666666666
Global heart,6,6.0,0.0,1.0
Energy conversion and management,6,6.0,0.0,1.0
Attachment & human development,6,4.0,2.0,0.6666666666666666
"Journal of chemotherapy (Florence, Italy)",6,5.0,1.0,0.8333333333333334
Journal of petroleum exploration and production technology,6,6.0,0.0,1.0
Advanced energy materials,6,6.0,0.0,1.0
Journal of histotechnology,6,3.0,3.0,0.5
Cancer convergence,6,5.0,1.0,0.8333333333333334
Journal of community & applied social psychology,6,4.0,2.0,0.6666666666666666
Applied clinical informatics,6,6.0,0.0,1.0
Clinical linguistics & phonetics,6,5.0,1.0,0.8333333333333334
Journal of economic behavior & organization,6,2.0,4.0,0.3333333333333333
Advances in neonatal care : official journal of the National Association of Neonatal Nurses,6,3.0,3.0,0.5
Integrative biology : quantitative biosciences from nano to macro,6,6.0,0.0,1.0
International review of sport and exercise psychology,6,1.0,5.0,0.16666666666666666
Indoor + built environment : the journal of the International Society of the Built Environment,6,5.0,1.0,0.8333333333333334
Biophysical chemistry,6,6.0,0.0,1.0
The British journal for the philosophy of science,6,6.0,0.0,1.0
"Applied soil ecology : a section of Agriculture, Ecosystems & Environment",6,6.0,0.0,1.0
International immunopharmacology,6,6.0,0.0,1.0
Pancreatic disorders & therapy,6,6.0,0.0,1.0
Polymers,6,6.0,0.0,1.0
Surface and interface analysis : SIA,6,6.0,0.0,1.0
Journal of cosmetic dermatology,6,3.0,3.0,0.5
Clinical & experimental neuroimmunology,6,6.0,0.0,1.0
Drug metabolism letters,6,6.0,0.0,1.0
Journal of computational and applied mathematics,6,5.0,1.0,0.8333333333333334
Computers & geosciences,6,5.0,1.0,0.8333333333333334
"Health, risk & society",6,4.0,2.0,0.6666666666666666
Journal of travel medicine,6,4.0,2.0,0.6666666666666666
Microvascular research,6,4.0,2.0,0.6666666666666666
Journal of oncology practice,6,6.0,0.0,1.0
Journal of analytical & bioanalytical techniques,6,6.0,0.0,1.0
Canadian journal on aging = La revue canadienne du vieillissement,6,0.0,6.0,0.0
Global food security,6,6.0,0.0,1.0
Biochemistry & pharmacology : open access,6,4.0,2.0,0.6666666666666666
Landscape ecology,6,6.0,0.0,1.0
Neuro-Signals,6,6.0,0.0,1.0
Journal of hydrology,6,6.0,0.0,1.0
Nuclear medicine and biology,6,6.0,0.0,1.0
Environmental research letters : ERL [Web site],6,5.0,1.0,0.8333333333333334
Cognitive psychology,6,5.0,1.0,0.8333333333333334
The journal of gene medicine,6,6.0,0.0,1.0
Journal of cardiovascular computed tomography,6,5.0,1.0,0.8333333333333334
International journal of neonatal screening,6,4.0,2.0,0.6666666666666666
Journal of experimental social psychology,6,5.0,1.0,0.8333333333333334
Current hypertension reviews,6,6.0,0.0,1.0
Micromachines,6,6.0,0.0,1.0
Congenital anomalies,6,5.0,1.0,0.8333333333333334
"Journal of the Royal Statistical Society. Series B, Statistical methodology",6,6.0,0.0,1.0
Life sciences,6,6.0,0.0,1.0
The Nurse practitioner,6,0.0,6.0,0.0
Ehealth international,6,1.0,5.0,0.16666666666666666
Kidney international. Supplement,6,6.0,0.0,1.0
Neuroimmunology and neuroinflammation,6,6.0,0.0,1.0
Journal of integrative bioinformatics,6,4.0,2.0,0.6666666666666666
Current opinion in pulmonary medicine,6,0.0,6.0,0.0
"Mortality (Abingdon, England)",6,4.0,2.0,0.6666666666666666
Journal of travel research,6,4.0,2.0,0.6666666666666666
Sexual abuse : a journal of research and treatment,6,4.0,2.0,0.6666666666666666
NTM,6,4.0,2.0,0.6666666666666666
The Journal of dermatological treatment,6,6.0,0.0,1.0
Chem,6,6.0,0.0,1.0
Macromolecular rapid communications,6,6.0,0.0,1.0
Expert opinion on therapeutic targets,6,4.0,2.0,0.6666666666666666
Sociological science,6,6.0,0.0,1.0
Journal of pediatric orthopedics. Part B,6,6.0,0.0,1.0
"Organisms, diversity & evolution",6,6.0,0.0,1.0
Talanta,6,6.0,0.0,1.0
Theoretical ecology,6,6.0,0.0,1.0
International journal of intelligent robotics and applications,6,3.0,3.0,0.5
The American journal of forensic medicine and pathology,6,1.0,5.0,0.16666666666666666
Clinical hemorheology and microcirculation,6,6.0,0.0,1.0
Oral diseases,6,6.0,0.0,1.0
Nutrition research reviews,6,6.0,0.0,1.0
EPJ techniques and instrumentation,6,6.0,0.0,1.0
The International journal of risk & safety in medicine,6,1.0,5.0,0.16666666666666666
Physiological entomology,6,6.0,0.0,1.0
The Proceedings of the Nutrition Society,6,6.0,0.0,1.0
Journal of data mining in genomics & proteomics,6,6.0,0.0,1.0
Journal of immunology research and therapy,6,6.0,0.0,1.0
Tectonophysics,6,6.0,0.0,1.0
"International review of psychiatry (Abingdon, England)",6,5.0,1.0,0.8333333333333334
Current trauma reports,6,1.0,5.0,0.16666666666666666
Hypertension in pregnancy,6,6.0,0.0,1.0
AIMS molecular science,6,6.0,0.0,1.0
"British food journal (Croydon, England)",6,5.0,1.0,0.8333333333333334
Health education journal,6,4.0,2.0,0.6666666666666666
Regional environmental change,6,5.0,1.0,0.8333333333333334
WIREs. Water,6,6.0,0.0,1.0
Neotropical entomology,6,6.0,0.0,1.0
International journal of clinical medicine,6,6.0,0.0,1.0
"Endocrine, metabolic & immune disorders drug targets",6,6.0,0.0,1.0
Leukemia research,6,6.0,0.0,1.0
"American journal of medical genetics. Part C, Seminars in medical genetics",6,5.0,1.0,0.8333333333333334
Injury,6,5.0,1.0,0.8333333333333334
Contributions to mineralogy and petrology. Beitrage zur Mineralogie und Petrologie,6,6.0,0.0,1.0
Biodiversity and conservation,6,6.0,0.0,1.0
Aquatic sciences,6,6.0,0.0,1.0
"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",6,5.0,1.0,0.8333333333333334
"Immunology, endocrine & metabolic agents in medicinal chemistry",6,6.0,0.0,1.0
Regulatory toxicology and pharmacology : RTP,6,3.0,3.0,0.5
Annalen der Physik,6,6.0,0.0,1.0
"Journal of physiology, Paris",6,5.0,1.0,0.8333333333333334
Anaerobe,6,6.0,0.0,1.0
The Journal of conflict resolution,6,4.0,2.0,0.6666666666666666
Mycobacterial diseases : tuberculosis & leprosy,6,6.0,0.0,1.0
Cretaceous research,6,6.0,0.0,1.0
Travel medicine and infectious disease,6,5.0,1.0,0.8333333333333334
"Dentistry (Sunnyvale, Calif.)",6,6.0,0.0,1.0
Computers in human behavior,6,6.0,0.0,1.0
Nursing inquiry,6,4.0,2.0,0.6666666666666666
Biotechnology advances,6,6.0,0.0,1.0
"Waste management (New York, N.Y.)",6,5.0,1.0,0.8333333333333334
"Journal of leukemia (Los Angeles, Calif.)",6,6.0,0.0,1.0
Food control,6,5.0,1.0,0.8333333333333334
"Psychology, health & medicine",6,1.0,5.0,0.16666666666666666
Clinical medical reviews and case reports,6,5.0,1.0,0.8333333333333334
International journal of offender therapy and comparative criminology,6,3.0,3.0,0.5
Cell & developmental biology,6,5.0,1.0,0.8333333333333334
Current signal transduction therapy,6,6.0,0.0,1.0
European journal of operational research,6,5.0,1.0,0.8333333333333334
Environmental engineering science,6,0.0,6.0,0.0
Journal of cardiac surgery,6,1.0,5.0,0.16666666666666666
Cancer biomarkers : section A of Disease markers,6,5.0,1.0,0.8333333333333334
Free radical research,6,5.0,1.0,0.8333333333333334
Advances in mathematics,6,3.0,3.0,0.5
Journal of organometallic chemistry,6,6.0,0.0,1.0
Plant science : an international journal of experimental plant biology,6,6.0,0.0,1.0
Journal of reward deficiency syndrome and addiction science,6,5.0,1.0,0.8333333333333334
Journal of adolescent and young adult oncology,6,0.0,6.0,0.0
Gene expression patterns : GEP,6,5.0,1.0,0.8333333333333334
"Nutrition (Burbank, Los Angeles County, Calif.)",6,2.0,4.0,0.3333333333333333
Journal of clinical ultrasound : JCU,6,1.0,5.0,0.16666666666666666
Journal of pediatric psychology,6,6.0,0.0,1.0
Expert opinion on pharmacotherapy,6,2.0,4.0,0.3333333333333333
Paediatric anaesthesia,6,4.0,2.0,0.6666666666666666
Theory & psychology,6,4.0,2.0,0.6666666666666666
Advanced techniques in biology & medicine,6,6.0,0.0,1.0
European economic review,6,5.0,1.0,0.8333333333333334
"Sustainability (New Rochelle, N.Y.)",6,0.0,6.0,0.0
Current opinion in psychiatry,6,0.0,6.0,0.0
Alzheimer disease and associated disorders,6,3.0,3.0,0.5
Vascular,6,3.0,3.0,0.5
"International journal of medical physics, clinical engineering and radiation oncology",6,4.0,2.0,0.6666666666666666
Cryobiology,6,3.0,3.0,0.5
Letters in applied microbiology,6,6.0,0.0,1.0
Best practice & research. Clinical endocrinology & metabolism,6,4.0,2.0,0.6666666666666666
Journal of drug abuse,6,5.0,1.0,0.8333333333333334
Pediatrics international : official journal of the Japan Pediatric Society,6,5.0,1.0,0.8333333333333334
